Group 1,Group 2,H,p-value,q-value
Baao (n=3),Bato (n=4),1.125,0.2888443663464818,0.4332665495197227
Baao (n=3),Buhi (n=4),0.5,0.47950012218695337,0.47950012218695337
Bato (n=4),Buhi (n=4),1.3333333333333321,0.2482130789899204,0.4332665495197227
