	W	Reject null hypothesis
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlorophyceae_X	48	False
Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2	46	False
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales	44	False
Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;	42	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Pansomonadida	42	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales	41	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales	41	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales	38	False
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Goniomonadales	38	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_X	38	False
Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea;Colpodea_X	36	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Desmothoracida	36	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales	33	False
Eukaryota;Obazoa;Opisthokonta;Pluriformea;Pluriformea_X;Pluriformea_XX	33	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X	33	False
Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Centroplasthelida_XX;Centroplasthelida_XXX	33	False
Eukaryota;TSAR;Alveolata;Colponemidia;Colponemidia_X;Colponemida	33	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Mesochytriales	32	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Hyphochytriomyceta;Hyphochytriales	31	False
Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Raphidista	30	False
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Choanoflagellatea_X	29	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Synchromophyceae;Synchromophyceae_X	29	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;	28	False
Eukaryota;TSAR;Rhizaria;Cercozoa;;	28	False
Eukaryota;TSAR;Alveolata;;;	28	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X	28	False
Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X	28	False
Eukaryota;Amoebozoa;;;;	27	False
Eukaryota;Obazoa;Opisthokonta;Fungi;;	27	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda	27	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Phaeothamniophyceae;	27	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;Watanabea-Clade:plas	26	False
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;	26	False
Eukaryota;;;;;	26	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Lobulomycetales	26	False
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Hypotrichia	26	False
Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Bicoecales	26	False
Eukaryota;TSAR;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX	25	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales	25	False
Eukaryota;TSAR;;;;	25	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;	25	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Spongomonadida	24	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina	24	False
Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea;Prorodontida	24	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X	24	False
Eukaryota;Obazoa;Opisthokonta;Ichthyosporea;Ichthyophonida;Pseudoperkinsidae	23	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida	23	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Monomastigales	23	False
Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_4	23	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;	23	False
Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Rhynchodia	23	False
Eukaryota;TSAR;Stramenopiles;Stramenopiles_X;Stramenopiles_X-Group-3;Stramenopiles_X-Group-3_X	22	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_6	22	False
Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Pseudodendromonadales	21	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Polychytriales	21	False
Eukaryota;Amoebozoa;Evosea;Evosea_X;Variosea;Variosea_X	20	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;	20	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;	20	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Cercozoa_X;Cercozoa_XX	20	False
Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X	19	False
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Euplotia	19	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida	19	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Surirellales	19	False
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida	19	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia	19	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales	19	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Novel-clade-10-12;Novel-clade-10	18	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Rozellomycota;Rozellomycota_X	18	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Eunotiales	18	False
Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Echinamoebida;Echinamoebida_X	18	False
Eukaryota;Obazoa;Opisthokonta;Ichthyosporea;Dermocystida;Rhynosporidae	18	False
Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;OLIGO4	17	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Litostomatea_X	17	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Paraphysomonadales	17	False
Eukaryota;Archaeplastida;Glaucophyta;Glaucophyta_X;Glaucocystophyceae;Glaucocystophytes	17	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida	17	False
Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_8	16	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Novel-clade-10-12;Novel-clade-12	16	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Rotifera;Rotifera_X	16	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Gromochytriales	16	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Raphidophyceae;Raphidophyceae_X	15	False
Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida	15	False
Eukaryota:nucl;Cryptista:nucl;Cryptophyta:nucl;Cryptophyta_X:nucl;Cryptophyceae:nucl;Cryptomonadales:nucl	14	False
Eukaryota;CRuMs;Collodictyonidae;Collodictyonidae_X;Collodictyonidae_XX;Collodictyonidae_XXX	14	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales	14	False
Eukaryota;Excavata;Discoba;Discoba_X;Discoba_XX;Jakobida	14	False
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales	14	False
Eukaryota;Obazoa;Opisthokonta;Filasterea;Filasterea_X;Filasterea_XX	14	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida	14	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Naviculales	14	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Aphelidiomycota;Aphelidiales	14	False
Eukaryota;Archaeplastida;;;;	13	False
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Pyrenomonadales	13	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Cladochytriales	13	False
Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;Pterista	13	False
Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;	12	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Novel-clade-10-12;Tremulida	12	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Dolichomastigales	12	False
Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;	12	False
Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2	12	False
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Klebsormidiophyceae;Klebsormidiophyceae_X	11	False
Eukaryota;TSAR;Alveolata;Ciliophora;Nassophorea;Nassophorea_X	11	False
;;;;;	11	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales	11	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Zoopagomycota;Entomophthoromycotina	11	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;	11	False
Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Vannellida	11	False
Eukaryota;TSAR;Alveolata;Alveolata_X;Alveolata_XX;Alveolata_XXX	11	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_4	10	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chromulinales	10	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Trebouxiophyceae_X	9	False
Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida	9	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina	9	False
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X	9	False
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina	8	False
Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida	8	False
Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida	7	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Bryozoa;Bryozoa_X	7	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Polyphagales	7	False
Eukaryota;Obazoa;Opisthokonta;Ichthyosporea;Ichthyophonida;Ichthyosphonida_X	7	False
Eukaryota;TSAR;Alveolata;Ciliophora;Heterotrichea;Heterotrichea_X	7	False
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X	7	False
Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia	6	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Opisthosporidia;Microsporida	6	False
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales	6	False
Eukaryota;Obazoa;Opisthokonta;;;	6	False
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida	6	False
Eukaryota;TSAR;Stramenopiles;Gyrista;;	6	False
Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria	5	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;;	5	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_env_clade-I	5	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha_X	5	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Synurales	5	False
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;	5	False
Eukaryota;TSAR;Rhizaria;Rhizaria_X;Rhizaria_XX;Aquavolonida	5	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina	4	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;	4	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Cymbellales	3	False
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;;	3	False
Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peniculia	3	False
Eukaryota;TSAR;Rhizaria;;;	3	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Blastocladiomycota;Blastocladiomycotina	2	False
Eukaryota;TSAR;Stramenopiles;Gyrista;Pirsoniales;Pirsoniales_X	2	False
Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_1;Prostomatea_1_X	2	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina	2	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Porifera_X	1	False
Eukaryota;TSAR;Stramenopiles;;;	1	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia	1	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_5	1	False
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X	1	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea	0	False
Eukaryota;TSAR;Alveolata;Ciliophora;;	0	False
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida	0	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X	0	False
