Group 1,Group 2,H,p-value,q-value
Baao (n=3),Bato (n=4),1.9999999999999964,0.15729920705028153,0.3723196184848806
Baao (n=3),Buhi (n=4),0.125,0.7236736098317629,0.7236736098317629
Bato (n=4),Buhi (n=4),1.3333333333333321,0.2482130789899204,0.3723196184848806
