	W	Reject null hypothesis
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia;Solirubrobacterales	32	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Oligoflexales	32	False
Eukaryota:plas;TSAR:plas;Alveolata:plas;Dinoflagellata:plas;Dinophyceae:plas;Peridiniales:plas	31	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;Chlorophyceae_X:plas	31	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Flavobacteriales	30	False
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;	30	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Betaproteobacteriales	30	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;;	29	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Rhodobacterales	28	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Planctomycetales	28	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Myxococcales	27	False
Bacteria;PVC;Kiritimatiellaeota;Kiritimatiellaeota_X;Kiritimatiellae;WCHB141	27	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Ga0077536	26	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Eustigmatophyceae:plas;Eustigmatophyceae_X:plas	26	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Sphingobacteriales	26	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Chitinophagales	25	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Clostridia;Clostridiales	25	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Frankiales	25	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Micrococcales	25	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;;	24	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Negativicutes;Selenomonadales	24	False
Eukaryota:plas;Cryptista:plas;Cryptophyta:plas;Cryptophyta_X:plas;Cryptophyceae:plas;Cryptomonadales:plas	24	False
Bacteria;Terrabacteria;;;;	23	False
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae;Synechococcales	23	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Bradymonadales	22	False
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;Opitutales	22	False
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X;Blastocatellia_(Subgroup_4);1124	22	False
Bacteria;FCB;Gemmatimonadetes;Gemmatimonadetes_X;Gemmatimonadetes_XX;Gemmatimonadales	22	False
Eukaryota:plas;Cryptista:plas;Cryptophyta:plas;Cryptophyta_X:plas;Cryptophyceae:plas;Pyrenomonadales:plas	22	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Rhizobiales	22	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;	22	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Mamiellophyceae:plas;Monomastigales:plas	22	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;Chlamydomonadales:plas	22	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfobacterales	22	False
Eukaryota:mito;Archaeplastida:mito;Streptophyta:mito;Streptophyta_X:mito;Embryophyceae:mito;Embryophyceae_X:mito	21	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Xanthomonadales	21	False
Bacteria;CCD;Patescibacteria;Patescibacteria_X;Microgenomatia;Candidatus_Woesebacteria	20	False
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae;	20	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;NB1j	20	False
Bacteria;Terrabacteria;Tenericutes;Tenericutes_X;Mollicutes;Mollicutes_RF39	20	False
Bacteria;CCD;Patescibacteria;Patescibacteria_X;Saccharimonadia;Saccharimonadales	20	False
Bacteria;;;;;	20	False
Bacteria;DST;Deinococcus_Thermus;Deinococcus_Thermus_X;Deinococci;Thermales	20	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Acidimicrobiia;Microtrichales	20	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Chloroflexia;Chloroflexales	20	False
Bacteria;PVC;Chlamydiae;Chlamydiae_X;Chlamydiae_XX;Chlamydiales	19	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfovibrionales	19	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Rhodospirillales	19	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Coxiellales	19	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;Watanabea-Clade:plas	19	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Salinisphaerales	19	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfuromonadales	19	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Steroidobacterales	18	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Ignavibacteria;Kryptoniales	18	False
Bacteria;Terrabacteria;Armatimonadetes;Armatimonadetes_X;Armatimonadia;Armatimonadales	18	False
Bacteria;Gracilicutes;Dependentiae;Dependentiae_X;Babeliae;Babeliales	18	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;;	18	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Ignavibacteria;Ignavibacteriales	18	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Halothiobacillales	18	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;	17	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Clostridia;	17	False
;;;;;	17	False
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae;Nostocales	17	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;;	17	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Bdellovibrionales	17	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis	16	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Dehalococcoidia;	16	False
Bacteria;FCB;Fibrobacteres;Fibrobacteres_X;Fibrobacteria;Fibrobacterales	15	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Arenicellales	15	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Francisellales	15	False
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;Pedosphaerales	15	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Gemmatales	15	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;	15	False
Eukaryota:plas;Archaeplastida:plas;Glaucophyta:plas;Glaucophyta_X:plas;Glaucocystophyceae:plas;Glaucocystophytes:plas	15	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Acetobacterales	14	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia;	14	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Syntrophobacterales	14	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Phaeophyceae:plas;Phaeophyceae_X:plas	14	False
Eukaryota:plas;Excavata:plas;Discoba:plas;Euglenozoa:plas;Euglenida:plas;Euglenophyceae:plas	14	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;MBNT15	14	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;;	14	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae;	14	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;	13	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Reyranellales	13	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;Prasiolales:plas	13	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Thalassiosirales:plas	13	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Caulobacterales	12	False
Bacteria;Gracilicutes;Fusobacteria;Fusobacteria_X;Fusobacteriia;Fusobacteriales	11	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae;Anaerolineales	11	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Micromonosporales	10	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;	10	False
Eukaryota;;;;;	9	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia	9	False
Eukaryota:plas;Archaeplastida:plas;;;;	9	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Opisthosporidia;Microsporida	9	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia;Gaiellales	8	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Isosphaerales	8	False
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;	8	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Micavibrionales	7	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas	7	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Chrysophyceae:plas;Chrysophyceae_X:plas	7	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Thalassiophysales:plas	7	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfarculales	7	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Mediophyceae_X:plas	7	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;	6	False
Bacteria;Gracilicutes;Spirochaetes;Spirochaetes_X;Leptospirae;Leptospirales	6	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;;	6	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Diplorickettsiales	6	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Paracaedibacterales	6	False
Eukaryota:plas;;;;;	5	False
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X;Acidobacteriia;Solibacterales	5	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Bacilli;Lactobacillales	5	False
Eukaryota:plas;Archaeplastida:plas;Streptophyta:plas;Streptophyta_X:plas;Zygnemophyceae:plas;Zygnemophyceae_X:plas	5	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Alphaproteobacteria_X	5	False
Bacteria;DST;Deinococcus_Thermus;Deinococcus_Thermus_X;Deinococci;Deinococcales	5	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;;	5	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Bacteroidales	5	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Chrysophyceae:plas;	4	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;PB19	4	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;	4	False
Eukaryota:mito;;;;;	4	False
Bacteria;PANNAM;;;;	3	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Bacilli;Bacillales	3	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Erysipelotrichia;Erysipelotrichales	3	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_4	1	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Litostomatea_X	1	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Legionellales	1	False
