Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Agri	Agri	Agri	Agri	Agri	Center	Center	Center	Center	Center	Resid	Resid	Resid	Resid	Resid	Tilap	Tilap	Tilap	Tilap	Tilap	Tipal	Tipal	Tipal	Tipal	Tipal	Tribu	Tribu	Tribu	Tribu	Tribu
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae	1.0	1.0	1.0	1.0	1.0	1.0	1307.0	2613.0	4586.0	6559.0	386.0	880.5	1375.0	1869.5	2364.0	4916.0	4916.0	4916.0	4916.0	4916.0	1011.0	1011.0	1011.0	1011.0	1011.0	65.0	907.0	1749.0	5055.0	8361.0
Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea	938.0	938.0	938.0	938.0	938.0	303.0	585.5	868.0	1003.0	1138.0	249.0	465.25	681.5	897.75	1114.0	957.0	957.0	957.0	957.0	957.0	1045.0	1045.0	1045.0	1045.0	1045.0	768.0	1141.0	1514.0	1548.5	1583.0
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea	5390.0	5390.0	5390.0	5390.0	5390.0	2188.0	2257.0	2326.0	3985.0	5644.0	4178.0	4504.25	4830.5	5156.75	5483.0	5339.0	5339.0	5339.0	5339.0	5339.0	1039.0	1039.0	1039.0	1039.0	1039.0	4221.0	4248.5	4276.0	4301.5	4327.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae	5967.0	5967.0	5967.0	5967.0	5967.0	8143.0	9935.5	11728.0	13398.0	15068.0	7858.0	11723.0	15588.0	19453.0	23318.0	6418.0	6418.0	6418.0	6418.0	6418.0	11635.0	11635.0	11635.0	11635.0	11635.0	5830.0	6949.5	8069.0	11102.0	14135.0
Eukaryota;Obazoa;Opisthokonta;Fungi;	66.0	66.0	66.0	66.0	66.0	19.0	89.5	160.0	387.0	614.0	183.0	240.75	298.5	356.25	414.0	161.0	161.0	161.0	161.0	161.0	384.0	384.0	384.0	384.0	384.0	130.0	139.0	148.0	313.0	478.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X	1.0	1.0	1.0	1.0	1.0	1.0	91.5	182.0	610.5	1039.0	59.0	171.5	284.0	396.5	509.0	156.0	156.0	156.0	156.0	156.0	825.0	825.0	825.0	825.0	825.0	1.0	127.0	253.0	402.5	552.0
Eukaryota;;;;	1134.0	1134.0	1134.0	1134.0	1134.0	669.0	879.0	1089.0	1365.0	1641.0	522.0	746.0	970.0	1194.0	1418.0	2205.0	2205.0	2205.0	2205.0	2205.0	1350.0	1350.0	1350.0	1350.0	1350.0	935.0	1098.5	1262.0	1987.5	2713.0
Eukaryota;TSAR;Stramenopiles;;	15.0	15.0	15.0	15.0	15.0	1.0	1.0	1.0	6.5	12.0	8.0	19.0	30.0	41.0	52.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	6.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota	453.0	453.0	453.0	453.0	453.0	132.0	1345.5	2559.0	2868.0	3177.0	1468.0	1745.0	2022.0	2299.0	2576.0	2491.0	2491.0	2491.0	2491.0	2491.0	2625.0	2625.0	2625.0	2625.0	2625.0	323.0	1569.0	2815.0	3684.0	4553.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea	1046.0	1046.0	1046.0	1046.0	1046.0	176.0	327.0	478.0	749.5	1021.0	166.0	356.25	546.5	736.75	927.0	390.0	390.0	390.0	390.0	390.0	1032.0	1032.0	1032.0	1032.0	1032.0	573.0	577.5	582.0	842.5	1103.0
