	W	Reject null hypothesis
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Coscinodiscophyceae:plas	72	True
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Phycisphaerae	72	True
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Nephroselmidophyceae:plas	67	True
Bacteria;PVC;;;	59	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;	53	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas	52	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyta_XX:plas	50	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Ignavibacteria	47	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Xanthophyceae:plas	37	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia	35	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae	30	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Pedinophyceae:plas	27	False
Eukaryota:mito;TSAR:mito;Stramenopiles:mito;Gyrista:mito;Eustigmatophyceae:mito	22	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria	21	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;	21	False
Bacteria;Terrabacteria;;;	20	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria	19	False
Eukaryota:plas;TSAR:plas;Alveolata:plas;Dinoflagellata:plas;Dinophyceae:plas	18	False
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X;Subgroup_6	18	False
Bacteria;PVC;Kiritimatiellaeota;Kiritimatiellaeota_X;Kiritimatiellae	18	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Negativicutes	18	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;	17	False
