Group 1,Group 2,H,p-value,q-value
Baao (n=3),Bato (n=4),0.0,1.0,1.0
Baao (n=3),Buhi (n=4),1.125,0.2888443663464818,0.4332665495197227
Bato (n=4),Buhi (n=4),5.333333333333329,0.020921335337794052,0.06276400601338217
