Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Baao	Baao	Baao	Baao	Baao	Bato	Bato	Bato	Bato	Bato	Buhi	Buhi	Buhi	Buhi	Buhi
Eukaryota;TSAR;Stramenopiles;Gyrista	12212.0	12765.0	13318.0	14208.5	15099.0	7828.0	9844.75	12914.0	16129.75	18586.0	12277.0	14025.25	17079.5	19830.75	20670.0
Eukaryota;TSAR;Stramenopiles;Bigyra	408.0	902.0	1396.0	1568.0	1740.0	420.0	903.0	1188.5	1415.5	1723.0	1556.0	1845.5	1954.5	1987.25	2048.0
Eukaryota;TSAR;Alveolata;Ciliophora	3355.0	4207.0	5059.0	6255.5	7452.0	4998.0	7146.0	8221.5	9462.25	12106.0	2385.0	4446.75	5783.0	6754.25	7721.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X	20383.0	25209.5	30036.0	32944.0	35852.0	9952.0	11545.75	14857.5	21885.75	34629.0	6618.0	8294.25	10824.0	12838.25	12968.0
Eukaryota;Obazoa;Opisthokonta;Fungi	387.0	506.5	626.0	639.0	652.0	1872.0	3774.75	4418.0	5333.0	8051.0	6006.0	6390.0	6590.5	6916.0	7675.0
Eukaryota;;;	669.0	901.5	1134.0	1198.0	1262.0	522.0	1361.25	1923.0	2332.0	2713.0	935.0	1050.5	1219.5	1367.0	1418.0
Eukaryota;TSAR;Stramenopiles;	1.0	3.5	6.0	10.5	15.0	1.0	3.25	6.0	9.0	12.0	1.0	1.0	1.0	13.75	52.0
Eukaryota;TSAR;Rhizaria;Cercozoa	1050.0	1699.5	2349.0	2387.5	2426.0	805.0	970.0	1334.5	1663.0	1720.0	2032.0	2851.75	3226.0	3546.75	4206.0
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X	228.0	300.0	372.0	1421.5	2471.0	1705.0	1706.5	1944.5	2941.5	5220.0	194.0	334.25	914.5	1481.25	1581.0
;;;	32.0	62.5	93.0	148.0	203.0	26.0	185.0	349.0	465.5	482.0	216.0	226.5	251.0	285.0	324.0
Eukaryota;TSAR;Alveolata;Dinoflagellata	478.0	1349.5	2221.0	2605.0	2989.0	2572.0	6469.75	11611.0	16567.25	19910.0	1423.0	2118.25	2925.5	4180.25	6218.0
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata	696.0	794.0	892.0	1136.0	1380.0	15.0	29.25	84.0	189.5	356.0	433.0	439.0	473.5	535.75	625.0
Eukaryota;Archaeplastida;;	1.0	4.5	8.0	15.0	22.0	1.0	1.0	4.0	11.5	25.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;TSAR;Alveolata;Chrompodellids	701.0	835.5	970.0	1488.0	2006.0	454.0	529.0	633.5	1166.75	2528.0	542.0	660.5	2465.5	5090.75	7670.0
Eukaryota;TSAR;Alveolata;Perkinsea	1158.0	1276.0	1394.0	1725.5	2057.0	211.0	235.75	250.0	431.75	959.0	656.0	841.25	905.0	1126.0	1783.0
Eukaryota;TSAR;;	60.0	86.5	113.0	148.0	183.0	8.0	23.0	48.5	84.25	130.0	14.0	20.75	28.0	37.0	49.0
Eukaryota;Obazoa;Opisthokonta;	4.0	22.0	40.0	54.5	69.0	15.0	73.5	106.5	180.0	360.0	104.0	119.0	151.5	180.25	184.0
Eukaryota;TSAR;Rhizaria;Rhizaria_X	1.0	2.5	4.0	4.5	5.0	1.0	1.0	1.0	2.5	7.0	1.0	1.0	5.0	9.25	10.0
Eukaryota;TSAR;Alveolata;	443.0	523.5	604.0	1169.0	1734.0	363.0	458.25	497.0	567.5	758.0	322.0	326.5	332.0	357.0	420.0
Eukaryota;Obazoa;Opisthokonta;Metazoa	38.0	80.0	122.0	697.0	1272.0	782.0	1856.0	3484.5	5052.5	5945.0	342.0	633.75	2049.0	4223.0	6791.0
Eukaryota;TSAR;Stramenopiles;Stramenopiles_X	1.0	1.0	1.0	1.0	1.0	7.0	28.75	49.5	140.0	371.0	50.0	72.5	86.0	108.0	156.0
Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X	93.0	141.5	190.0	260.0	330.0	12.0	16.5	30.5	46.0	55.0	56.0	79.25	91.0	96.25	100.0
Eukaryota;Obazoa;Opisthokonta;Ichthyosporea	1.0	1.0	1.0	2.5	4.0	1.0	1.0	4.5	47.0	164.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;TSAR;Alveolata;Apicomplexa	1.0	7.5	14.0	17.0	20.0	1.0	1.0	1.0	4.5	15.0	7.0	8.5	11.5	23.75	53.0
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X	1.0	1.0	1.0	1.0	1.0	1.0	118.75	176.5	216.5	281.0	324.0	390.75	492.0	581.25	612.0
Eukaryota;CRuMs;Collodictyonidae;Collodictyonidae_X	17.0	24.5	32.0	65.5	99.0	24.0	30.75	88.0	177.25	280.0	101.0	135.5	192.0	237.5	239.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas	1.0	4.0	7.0	8.5	10.0	1.0	1.0	1.0	2.75	8.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	10.0	13.0
Eukaryota;TSAR;Alveolata;Colponemidia	5.0	7.0	9.0	9.5	10.0	10.0	28.0	37.5	55.25	98.0	1.0	1.0	1.0	1.75	4.0
Eukaryota;Amoebozoa;Discosea;Discosea_X	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	9.0
Eukaryota:nucl;Cryptista:nucl;Cryptophyta:nucl;Cryptophyta_X:nucl	1.0	2.0	3.0	20.5	38.0	55.0	70.0	75.5	78.25	85.0	1.0	1.0	2.0	5.5	13.0
Eukaryota;Excavata;Discoba;Discoba_X	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	11.0	1.0	1.0	1.0	1.75	4.0
Eukaryota;TSAR;Alveolata;Alveolata_X	1.0	1.0	1.0	1.0	1.0	1.0	6.25	11.5	27.0	63.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;Archaeplastida;Glaucophyta;Glaucophyta_X	1.0	1.0	1.0	4.0	7.0	1.0	1.0	1.0	2.25	6.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;Amoebozoa;Evosea;Evosea_X	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.5	7.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;Archaeplastida;Rhodelphidia;Rhodelphidia_X	1.0	1.0	1.0	1.0	1.0	1.0	4.0	5.0	5.25	6.0	58.0	89.5	104.5	110.75	116.0
Eukaryota;Obazoa;Opisthokonta;Filasterea	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.75	11.0	12.75	15.0
Eukaryota;Amoebozoa;;	1.0	1.0	1.0	3.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;TSAR;Rhizaria;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.25	6.0	1.0	1.0	9.5	24.25	43.0
Eukaryota;Obazoa;Opisthokonta;Pluriformea	1.0	5.5	10.0	10.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
