# Constructed from biom file
#OTU ID	Baao_Agri_EUK	Baao_Center_EUK	Baao_Tribu_EUK	Bato_Center_EUK	Bato_Resid_EUK	Bato_Tilap_EUK	Bato_Tribu_EUK	Buhi_Center_EUK	Buhi_Resid_EUK	Buhi_Tilap_EUK	Buhi_Tribu_EUK
Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Vannellida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
Eukaryota:nucl;Cryptista:nucl;Cryptophyta:nucl;Cryptophyta_X:nucl;Cryptophyceae:nucl;Cryptomonadales:nucl	37.0	0.0	2.0	84.0	54.0	75.0	74.0	0.0	2.0	0.0	12.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Polychytriales	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X	2.0	0.0	19.0	248.0	4.0	29.0	8.0	40.0	157.0	220.0	0.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Lobulomycetales	0.0	0.0	0.0	50.0	11.0	48.0	157.0	2.0	8.0	5.0	12.0
Eukaryota;Excavata;Discoba;Discoba_X;Discoba_XX;Jakobida	0.0	0.0	0.0	10.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Achnanthales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	110.0	36.0	30.0
Eukaryota;TSAR;Alveolata;Alveolata_X;Alveolata_XX;Alveolata_XXX	0.0	0.0	0.0	14.0	7.0	62.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida;	35.0	15.0	16.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_env_clade-I	25.0	25.0	846.0	142.0	37.0	584.0	600.0	968.0	502.0	593.0	343.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Limnofilida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	137.0	102.0	111.0
Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_1;Prostomatea_1_X	13.0	0.0	14.0	0.0	24.0	0.0	25.0	5.0	0.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia	0.0	11.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Archaeplastida;Glaucophyta;Glaucophyta_X;Glaucocystophyceae;Glaucocystophytes	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Amoebozoa;Evosea;Evosea_X;Variosea;Variosea_X	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Ichthyosporea;Ichthyophonida;Pseudoperkinsidae	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Thaumatomonadida	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
Eukaryota;Archaeplastida;Rhodelphidia;Rhodelphidia_X;Rhodelphea;Rhodelphida	0.0	0.0	0.0	5.0	4.0	4.0	0.0	108.0	99.0	57.0	115.0
Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsea_X;Perkinsea_XX	62.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Filasterea;Filasterea_X;Filasterea_XX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	11.0	0.0	14.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X	0.0	0.0	0.0	8.0	0.0	0.0	11.0	71.0	47.0	67.0	76.0
Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Echinamoebida;Echinamoebida_X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Metazoa;Bryozoa;Bryozoa_X	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Ichthyosporea;Dermocystida;Rhynosporidae	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_6	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;	0.0	0.0	0.0	0.0	0.0	13.0	20.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Surirellales	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Amoebozoa;;;;	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Rhynchodia	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Rhizaria;;;	0.0	0.0	0.0	4.0	0.0	5.0	0.0	17.0	42.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Pluriformea;Pluriformea_X;Pluriformea_XX	9.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Novel-clade-10-12;Novel-clade-12	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
