# Constructed from biom file
#OTU ID	Baao_Agri_EUK	Baao_Center_EUK	Baao_Tribu_EUK	Bato_Center_EUK	Bato_Resid_EUK	Bato_Tilap_EUK	Bato_Tribu_EUK	Buhi_Center_EUK	Buhi_Resid_EUK	Buhi_Tilap_EUK	Buhi_Tribu_EUK
Eukaryota;Obazoa;Opisthokonta;Ichthyosporea	0.0	0.0	3.0	7.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Alveolata;Apicomplexa	19.0	0.0	13.0	0.0	14.0	0.0	0.0	6.0	52.0	8.0	13.0
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X	0.0	0.0	0.0	280.0	0.0	194.0	157.0	611.0	570.0	412.0	323.0
Eukaryota;CRuMs;Collodictyonidae;Collodictyonidae_X	98.0	16.0	31.0	23.0	32.0	142.0	279.0	236.0	238.0	100.0	146.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas	6.0	0.0	9.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	8.0	0.0
Eukaryota;TSAR;Alveolata;Colponemidia	8.0	9.0	4.0	9.0	40.0	33.0	97.0	0.0	0.0	3.0	0.0
Eukaryota;Amoebozoa;Discosea;Discosea_X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
Eukaryota:nucl;Cryptista:nucl;Cryptophyta:nucl;Cryptophyta_X:nucl	37.0	0.0	2.0	84.0	54.0	75.0	74.0	0.0	2.0	0.0	12.0
Eukaryota;Excavata;Discoba;Discoba_X	0.0	0.0	0.0	10.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Eukaryota;TSAR;Alveolata;Alveolata_X	0.0	0.0	0.0	14.0	7.0	62.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Archaeplastida;Glaucophyta;Glaucophyta_X	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Amoebozoa;Evosea;Evosea_X	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Archaeplastida;Rhodelphidia;Rhodelphidia_X	0.0	0.0	0.0	5.0	4.0	4.0	0.0	108.0	99.0	57.0	115.0
Eukaryota;Obazoa;Opisthokonta;Filasterea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	11.0	0.0	14.0
Eukaryota;Amoebozoa;;	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Rhizaria;	0.0	0.0	0.0	4.0	0.0	5.0	0.0	17.0	42.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Pluriformea	9.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
