# Constructed from biom file
#OTU ID	Baao_Agri_EUK	Baao_Center_EUK	Baao_Tribu_EUK	Bato_Center_EUK
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;;	48.0	124.0	74.0	0.0
Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Pseudodendromonadales;Pseudodendromonadales_X;Siluania	81.0	42.0	188.0	25.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Clydaea	0.0	0.0	0.0	50.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Hypotrichia_X;Hypotrichia_XX	292.0	521.0	59.0	57.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Conticribra	0.0	0.0	41.0	147.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;;;	19.0	25.0	0.0	0.0
Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa_X;Pterocystida;Pterocystidae;Pterocystis	9.0	0.0	0.0	0.0
Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX;Litostomatea_XXX	207.0	43.0	166.0	271.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlorophyceae_X;Chlorophyceae_XX;Treubaria	0.0	0.0	0.0	38.0
Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales_X;Planctonema	3.0	0.0	5.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;	29.0	30.0	0.0	38.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Carteria	124.0	129.0	115.0	396.0
Eukaryota;Opisthokonta;Metazoa;Rotifera;Rotifera_X;Rotifera_XX;Philodina	0.0	0.0	3.0	0.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Cercomonadidae;	0.0	8.0	18.0	0.0
Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX;Pseudoholophrya	0.0	58.0	0.0	84.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Polyedriopsis	0.0	0.0	0.0	12.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-G;Chrysophyceae_Clade-G_X	0.0	0.0	0.0	12.0
Eukaryota;Archaeplastida;Chlorophyta;;;;	146.0	0.0	23.0	3.0
Eukaryota;Excavata;;;;;	0.0	0.0	0.0	12.0
Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Hemiselmidaceae;Chroomonas	0.0	5.0	0.0	0.0
Eukaryota;Alveolata;Apicomplexa;Colpodellidea;Colpodellida;Chromeraceae;Chromera	157.0	31.0	37.0	5.0
Eukaryota;Archaeplastida;Streptophyta;Klebsormidiophyceae;Klebsormidiophyceae_X;Klebsormidiophyceae_XX;Elakatothrix	0.0	0.0	0.0	264.0
Eukaryota;Opisthokonta;Metazoa;Arthropoda;;;	9.0	0.0	15.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Protodesmus	0.0	0.0	0.0	34.0
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;Cryptococcus	0.0	0.0	0.0	20.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira	0.0	0.0	0.0	30.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Aulacoseira	0.0	0.0	8.0	563.0
Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Syncystis	0.0	0.0	6.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Ankyra	0.0	0.0	0.0	13.0
Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytriales;Thraustochytriaceae;Labyrinthuloides	0.0	0.0	0.0	48.0
Eukaryota;Rhizaria;Cercozoa;Novel-clade-10-12;;;	48.0	42.0	0.0	39.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Desmodesmus	33.0	94.0	93.0	144.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Pseudomuriella	55.0	53.0	41.0	206.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Chlorochromonas	55.0	84.0	0.0	5.0
Eukaryota;Alveolata;Ciliophora;Colpodea;Colpodea_X;Cyrtolophosidida;Cyrtolophosis	4.0	0.0	4.0	0.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae;Oxytrichidae_X	1502.0	219.0	1243.0	184.0
Eukaryota;Excavata;Discoba;Jakobida;Jakobida_X;Jakobidae;Andalucia	0.0	0.0	0.0	10.0
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Ceratoperidiniaceae;Ceratoperidinium	0.0	0.0	261.0	0.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;Novel-Gran-6;Novel-Gran-6_X	0.0	0.0	0.0	8.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;	202.0	220.0	117.0	132.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Gomphonema	10.0	0.0	6.0	7.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Catenochytridium	0.0	0.0	17.0	0.0
Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Salpingoecidae_Group_C1;Salpingoeca_C1	21.0	7.0	0.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_XX;Chrysophyceae_XXX	156.0	166.0	28.0	0.0
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Sporisorium	0.0	0.0	0.0	11.0
Eukaryota;Alveolata;Ciliophora;Colpodea;Colpodea_X;Platyophryida;Kuklikophrya	0.0	2.0	0.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Hamakko	7.0	32.0	12.0	0.0
Eukaryota;Opisthokonta;Metazoa;Rotifera;Rotifera_X;Rotifera_XX;Asplanchna	0.0	0.0	0.0	110.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_N;Strombidium_N	197.0	21.0	469.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Golenkinia	0.0	0.0	0.0	68.0
Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum	43.0	95.0	0.0	0.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytriomyces	0.0	0.0	0.0	64.0
Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Nassulida;Furgasonia	0.0	0.0	7.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas	4.0	0.0	0.0	26.0
Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Monomastigales;Monomastigaceae;Monomastigaceae-A	13.0	0.0	22.0	107.0
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum	770.0	538.0	546.0	14.0
Eukaryota;Alveolata;Ciliophora;Colpodea;Colpodea_X;Cyrtolophosidida;Microdiaphanosoma	0.0	0.0	5.0	0.0
Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Monosigidae_Group_O;Monosigidae_Group_O_X	230.0	42.0	304.0	13.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Tetracystis	24.0	39.0	34.0	81.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Oogamochlamys	0.0	13.0	87.0	74.0
