# Constructed from biom file
#OTU ID	Baao_Agri_EUK	Baao_Center_EUK	Baao_Tribu_EUK	Bato_Center_EUK
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Tetrahymenida;Tetrahymena	16.0	0.0	7.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Mychonastes	59.0	84.0	45.0	266.0
Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Muntingia	0.0	0.0	0.0	16.0
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Schizonella	0.0	0.0	6.0	0.0
Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Monocystis	19.0	0.0	7.0	0.0
Eukaryota;Opisthokonta;Metazoa;Gastrotricha;Gastrotricha_X;Gastrotricha_XX;Gastrotricha_XXX	14.0	0.0	13.0	0.0
Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria_6;Lacrymariidae;Lacrymaria	0.0	0.0	4.0	0.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Aspidiscidae;Aspidisca	0.0	0.0	4.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Choricystis	171.0	110.0	42.0	0.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Endochytrium	0.0	0.0	28.0	0.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Halteriidae;Halteriidae_X	764.0	206.0	466.0	3346.0
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;	0.0	0.0	0.0	10.0
Eukaryota;Alveolata;Ciliophora;;;;	274.0	100.0	50.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;	0.0	0.0	0.0	16.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Glissomonadida_Clade-Y;Glissomonadida_Clade-Y_X	57.0	25.0	23.0	73.0
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Ganoderma	0.0	0.0	0.0	8.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Chlorococcum	0.0	0.0	0.0	6.0
Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Saprolegniales;Saprolegniales_X	0.0	0.0	9.0	0.0
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;;	0.0	0.0	0.0	161.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-B2;	26.0	82.0	91.0	0.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Arkaya	0.0	0.0	8.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Planktosphaeria	36.0	0.0	0.0	0.0
Eukaryota;Rhizaria;Cercozoa;Filosa;Filosa_X;Filosa_XX;	0.0	0.0	0.0	6.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;Tintinnidiidae;Tintinnidium	175.0	180.0	11.0	33.0
Eukaryota;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatophyceae_X;Eustigmatophyceae_XX;	12.0	0.0	21.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales_X;Catena	121.0	139.0	0.0	0.0
Eukaryota;Alveolata;Ciliophora;Colpodea;Colpodea_X;Bursariomorphida;Bursariomorphida_X	5.0	4.0	0.0	60.0
Eukaryota;Alveolata;Apicomplexa;Colpodellidea;Colpodellida;Chrompodellids_CHR1_XX;Chrompodellids_CHR1_XXX	273.0	11.0	0.0	153.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Pseudodidymocystis	0.0	0.0	6.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Phaeothamniophyceae;Phaeothamniales;Phaeothamniales_X;	3.0	0.0	0.0	0.0
Eukaryota;Opisthokonta;Metazoa;Rotifera;Rotifera_X;Rotifera_XX;Testudinella	0.0	0.0	0.0	97.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;;	27.0	0.0	10.0	0.0
Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Leptophryidae;Leptophryidae_X	0.0	0.0	0.0	16.0
Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales_X;Micractinium	190.0	165.0	121.0	669.0
Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa_X;;;	35.0	15.0	16.0	9.0
Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Coprinopsis	21.0	13.0	0.0	0.0
Eukaryota;Opisthokonta;Fungi;Blastocladiomycota;Blastocladiomycotina;Blastocladiomycetes;Hyaloraphidium	8.0	0.0	0.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Paulschulzia	22.0	37.0	53.0	13.0
Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa_X;Pterocystida;Heterophryidae;Sphaerastrum	86.0	33.0	59.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Radiococcus	14.0	0.0	0.0	0.0
Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;;	7.0	0.0	0.0	0.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae;Cyrtohymena	367.0	94.0	89.0	33.0
Eukaryota;Alveolata;Ciliophora;CONTH_4;CONTH_4_X;CONTH_4_XX;CONTH_4_XXX	0.0	0.0	0.0	7.0
Eukaryota;Rhizaria;Cercozoa;Cercozoa_X;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX	0.0	0.0	0.0	7.0
Eukaryota;Opisthokonta;Fungi;Blastocladiomycota;Blastocladiomycotina;Blastocladiomycetes;	0.0	0.0	7.0	0.0
Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Ichthyophonidae_Freshwater;Ichthyophonidae_Freshwater_X	0.0	0.0	0.0	7.0
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Frontoniidae_2;Frontoniidae_2_X	0.0	0.0	26.0	151.0
Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellida_X;Choanoflagellida_XX;Clade-2;Sphaeroeca	0.0	0.0	5.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales_X;Parachlorella	30.0	20.0	31.0	0.0
Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Spirofilidae;Pseudouroleptus	0.0	0.0	0.0	1462.0
Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae;Anurofeca	0.0	0.0	3.0	0.0
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Tovelliaceae;Tovellia	0.0	0.0	0.0	7.0
Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Pseudodendromonadales;Pseudodendromonadales_X;Adriamonas	13.0	14.0	21.0	0.0
Eukaryota;Rhizaria;Cercozoa;Filosa;Filosa_X;Filosa_XX;Filosa_XXX	29.0	13.0	18.0	0.0
Eukaryota;Archaeplastida;Glaucophyta;Glaucocystophyceae;Glaucocystophytes;Cyanophoraceae;Cyanophora	0.0	0.0	6.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Monactinus	0.0	0.0	0.0	76.0
Eukaryota;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia;Dileptidae;Dileptidae_X	0.0	0.0	0.0	603.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Spongomonadida;Spongomonadidae;Spongomonas	3.0	0.0	7.0	0.0
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Cyclidium_3	5.0	0.0	8.0	47.0
Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas	0.0	13.0	7.0	13.0
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO4;OLIGO4_X;OLIGO4_XX	0.0	0.0	5.0	0.0
Eukaryota;Amoebozoa;Lobosa;;;;	4.0	0.0	0.0	0.0
Eukaryota;Alveolata;Ciliophora;Prostomatea_1;Prostomatea_1_X;Colepidae;Levicoleps	5.0	0.0	0.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Deasonia	28.0	15.0	0.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX;Xanthonema	143.0	16.0	14.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Acrispumella	119.0	227.0	454.0	0.0
Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Komma	168.0	167.0	227.0	11.0
Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;	0.0	0.0	32.0	9.0
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;	0.0	0.0	0.0	48.0
Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Chilomonas	16.0	0.0	28.0	0.0
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;	8.0	0.0	0.0	0.0
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Protocyclidium	0.0	0.0	0.0	15.0
Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Peronosporales;	0.0	0.0	0.0	32.0
Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellales_X;Meyerella	7.0	7.0	0.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Skeletonema	0.0	0.0	0.0	236.0
Eukaryota;Opisthokonta;Metazoa;Rotifera;Rotifera_X;Rotifera_XX;Notholca	53.0	8.0	0.0	136.0
Eukaryota;Opisthokonta;Fungi;Entomophthoromycota;Entomophthoromycotina;Entomophthorales;Basidiobolus	20.0	5.0	0.0	0.0
Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina_X;	0.0	0.0	6.0	0.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;LKM11-Rozella	29.0	10.0	0.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Araphid-pennate;Synedra	0.0	0.0	9.0	0.0
Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Apiospora	0.0	0.0	12.0	0.0
Eukaryota;Rhizaria;Foraminifera;;;;	0.0	0.0	6.0	0.0
Eukaryota;Stramenopiles;Ochrophyta;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX;Bumilleriopsis	11.0	0.0	0.0	0.0
Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;;	0.0	0.0	0.0	32.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida;Bodomorphidae;Bodomorpha	0.0	0.0	8.0	0.0
Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Palaeoheterodonta;Elliptio	0.0	11.0	20.0	0.0
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX	0.0	0.0	0.0	5.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Paracercomonadidae;	0.0	0.0	0.0	4.0
Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastigaceae-AB	7.0	19.0	12.0	0.0
Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Arctodiaptomus	0.0	0.0	0.0	2048.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Pediastrum	0.0	0.0	0.0	8.0
Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;	0.0	0.0	0.0	286.0
Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX;Stramenopiles_XXXX;Stramenopiles_XXXXX	0.0	0.0	0.0	9.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Schroederia	0.0	0.0	0.0	5.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Pascherina	10.0	11.0	0.0	590.0
Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Paracercomonadidae;Paracercomonas	0.0	0.0	5.0	0.0
Eukaryota;Alveolata;Apicomplexa;Colpodellidea;Colpodellida;Colpodellaceae;Voromonas	0.0	0.0	5.0	0.0
Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Oomycota_XX;Chlamydomyzium	17.0	8.0	9.0	0.0
Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Peronosporales;Lagenidium	0.0	0.0	0.0	18.0
Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX;	75.0	65.0	51.0	19.0
Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Rhynchodia;Hypocomidae;Hypocoma	0.0	0.0	3.0	0.0
Eukaryota;Alveolata;Apicomplexa;Colpodellidea;Colpodellida;Alphamonaceae;Alphamonadea_ALPH2	53.0	28.0	58.0	68.0
Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Parvilucifera-group;Parvilucifera-group_X	62.0	3.0	8.0	0.0
Eukaryota;Alveolata;Ciliophora;Prostomatea_1;Prostomatea_1_X;Colepidae;Coleps	8.0	0.0	14.0	0.0
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Campanella	0.0	0.0	11.0	0.0
Eukaryota;Alveolata;Ciliophora;Litostomatea;Rhynchostomatia;Dileptidae;	0.0	0.0	9.0	0.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Cladochytrium	0.0	0.0	6.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;;	0.0	11.0	0.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Gungnir	0.0	0.0	10.0	0.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Hariotina	6.0	0.0	9.0	0.0
Eukaryota;Alveolata;Apicomplexa;;;;	71.0	45.0	0.0	27.0
Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Rhizidium	0.0	0.0	0.0	81.0
Eukaryota;Stramenopiles;Opalozoa;Bicoecea;;;	0.0	0.0	3.0	0.0
Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12_X;MAST-12_XX;MAST-12_XXX	0.0	0.0	0.0	20.0
Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Peniculida;Peniculida_X	21.0	0.0	0.0	0.0
