# Constructed from biom file
#OTU ID	Baao_Agri_EUK	Baao_Center_EUK	Baao_Tribu_EUK	Bato_Center_EUK	Bato_Resid_EUK	Bato_Tilap_EUK	Bato_Tribu_EUK	Buhi_Center_EUK	Buhi_Resid_EUK	Buhi_Tilap_EUK	Buhi_Tribu_EUK
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae	0.0	0.0	64.0	6558.0	385.0	4915.0	8360.0	2612.0	2363.0	1010.0	1748.0
Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea	937.0	302.0	1582.0	867.0	248.0	956.0	1513.0	1137.0	1113.0	1044.0	767.0
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea	5389.0	2187.0	4326.0	5643.0	4177.0	5338.0	4220.0	2325.0	5482.0	1038.0	4275.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae	5966.0	15067.0	8068.0	8142.0	23317.0	6417.0	14134.0	11727.0	7857.0	11634.0	5829.0
Eukaryota;Obazoa;Opisthokonta;Fungi;	65.0	18.0	129.0	159.0	182.0	160.0	147.0	613.0	413.0	383.0	477.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X	0.0	0.0	0.0	181.0	58.0	155.0	252.0	1038.0	508.0	824.0	551.0
Eukaryota;;;;	1133.0	668.0	1261.0	1640.0	521.0	2204.0	2712.0	1088.0	1417.0	1349.0	934.0
Eukaryota;TSAR;Stramenopiles;;	14.0	0.0	5.0	11.0	7.0	3.0	0.0	0.0	51.0	0.0	0.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota	452.0	131.0	322.0	2558.0	1467.0	2490.0	4552.0	3176.0	2575.0	2624.0	2814.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea	1045.0	477.0	1102.0	175.0	165.0	389.0	581.0	1020.0	926.0	1031.0	572.0
Eukaryota;TSAR;Rhizaria;Cercozoa;	441.0	310.0	575.0	171.0	252.0	179.0	108.0	213.0	208.0	199.0	107.0
Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae	2470.0	227.0	371.0	2181.0	5219.0	1704.0	1706.0	380.0	1447.0	193.0	1580.0
;;;;	92.0	31.0	202.0	237.0	25.0	481.0	459.0	229.0	271.0	323.0	215.0
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea	400.0	609.0	349.0	1138.0	5027.0	1593.0	110.0	259.0	413.0	212.0	395.0
Eukaryota;TSAR;Alveolata;Ciliophora;Colpodea	30.0	6.0	16.0	60.0	423.0	195.0	46.0	437.0	492.0	344.0	605.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota	20.0	13.0	6.0	49.0	7.0	61.0	44.0	26.0	24.0	75.0	0.0
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	477.0	2988.0	2220.0	19909.0	2571.0	15452.0	7768.0	2349.0	3500.0	6217.0	1422.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Novel-clade-10-12	917.0	237.0	661.0	647.0	356.0	999.0	611.0	2013.0	1359.0	1399.0	565.0
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea	1379.0	695.0	891.0	33.0	14.0	133.0	355.0	624.0	505.0	440.0	432.0
Eukaryota;Archaeplastida;;;	21.0	0.0	7.0	6.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes	140.0	18.0	64.0	202.0	150.0	265.0	158.0	620.0	1048.0	524.0	406.0
Eukaryota;TSAR;Stramenopiles;Gyrista;Hyphochytriomyceta	19.0	12.0	7.0	19.0	33.0	6.0	19.0	7.0	0.0	0.0	0.0
