# Constructed from biom file
#OTU ID	Baao_Agri_EUK	Baao_Center_EUK	Baao_Tribu_EUK	Bato_Center_EUK	Bato_Resid_EUK	Bato_Tilap_EUK	Bato_Tribu_EUK	Buhi_Center_EUK	Buhi_Resid_EUK	Buhi_Tilap_EUK	Buhi_Tribu_EUK
Eukaryota;TSAR	31830.0	23643.0	27554.0	42352.0	27307.0	43887.0	36679.0	37538.0	41503.0	30155.0	32741.0
Eukaryota;Archaeplastida	20403.0	30035.0	35864.0	12367.0	34637.0	10149.0	17818.0	13686.0	9521.0	13263.0	7055.0
Eukaryota;Obazoa	3349.0	1186.0	1652.0	10484.0	6816.0	6891.0	9545.0	8826.0	8031.0	9994.0	13856.0
Eukaryota;	1133.0	668.0	1261.0	1640.0	521.0	2204.0	2712.0	1088.0	1417.0	1349.0	934.0
Eukaryota;Cryptista	2470.0	227.0	371.0	2181.0	5219.0	1704.0	1706.0	380.0	1447.0	193.0	1580.0
;	92.0	31.0	202.0	237.0	25.0	481.0	459.0	229.0	271.0	323.0	215.0
Eukaryota;Haptista	329.0	92.0	189.0	17.0	11.0	42.0	54.0	94.0	86.0	55.0	99.0
Eukaryota;CRuMs	98.0	16.0	31.0	23.0	32.0	142.0	279.0	236.0	238.0	100.0	146.0
Eukaryota:plas;Archaeplastida:plas	6.0	0.0	9.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Eukaryota;Amoebozoa	4.0	0.0	0.0	0.0	0.0	6.0	0.0	12.0	0.0	16.0	0.0
Eukaryota:nucl;Cryptista:nucl	37.0	0.0	2.0	84.0	54.0	75.0	74.0	0.0	2.0	0.0	12.0
Eukaryota;Excavata	0.0	0.0	0.0	10.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
