Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Agri	Agri	Agri	Agri	Agri	Center	Center	Center	Center	Center	Resid	Resid	Resid	Resid	Resid	Tilap	Tilap	Tilap	Tilap	Tilap	Tipal	Tipal	Tipal	Tipal	Tipal	Tribu	Tribu	Tribu	Tribu	Tribu
Bacteria;;;;;	353.0	353.0	353.0	353.0	353.0	262.0	518.0	774.0	1086.0	1398.0	181.0	569.5	958.0	1346.5	1735.0	985.0	985.0	985.0	985.0	985.0	1574.0	1574.0	1574.0	1574.0	1574.0	289.0	624.5	960.0	1200.0	1440.0
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae;Pedosphaerales	327.0	327.0	327.0	327.0	327.0	310.0	310.0	310.0	443.0	576.0	101.0	210.25	319.5	428.75	538.0	470.0	470.0	470.0	470.0	470.0	427.0	427.0	427.0	427.0	427.0	183.0	185.5	188.0	283.5	379.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Myxococcales	158.0	158.0	158.0	158.0	158.0	91.0	124.5	158.0	265.0	372.0	43.0	111.25	179.5	247.75	316.0	99.0	99.0	99.0	99.0	99.0	296.0	296.0	296.0	296.0	296.0	64.0	66.0	68.0	190.5	313.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Oligoflexales	266.0	266.0	266.0	266.0	266.0	156.0	190.0	224.0	236.5	249.0	52.0	81.25	110.5	139.75	169.0	124.0	124.0	124.0	124.0	124.0	170.0	170.0	170.0	170.0	170.0	57.0	113.5	170.0	256.5	343.0
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Bacteroidia;Flavobacteriales	2442.0	2442.0	2442.0	2442.0	2442.0	593.0	729.0	865.0	1410.0	1955.0	649.0	730.5	812.0	893.5	975.0	1211.0	1211.0	1211.0	1211.0	1211.0	814.0	814.0	814.0	814.0	814.0	448.0	982.0	1516.0	2317.5	3119.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Trebouxiophyceae:plas;Prasiolales:plas	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	4.5	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Rhizobiales	671.0	671.0	671.0	671.0	671.0	314.0	368.0	422.0	610.0	798.0	515.0	532.0	549.0	566.0	583.0	270.0	270.0	270.0	270.0	270.0	500.0	500.0	500.0	500.0	500.0	127.0	238.5	350.0	376.0	402.0
;;;;;	278.0	278.0	278.0	278.0	278.0	111.0	286.0	461.0	721.5	982.0	117.0	227.25	337.5	447.75	558.0	1177.0	1177.0	1177.0	1177.0	1177.0	314.0	314.0	314.0	314.0	314.0	253.0	336.0	419.0	607.0	795.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;Sphaeropleales:plas	104.0	104.0	104.0	104.0	104.0	112.0	349.5	587.0	1531.5	2476.0	704.0	1039.0	1374.0	1709.0	2044.0	545.0	545.0	545.0	545.0	545.0	2584.0	2584.0	2584.0	2584.0	2584.0	104.0	195.0	286.0	971.5	1657.0
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Bacilli;Bacillales	498.0	498.0	498.0	498.0	498.0	37.0	40.5	44.0	689.0	1334.0	25.0	25.75	26.5	27.25	28.0	3516.0	3516.0	3516.0	3516.0	3516.0	9.0	9.0	9.0	9.0	9.0	24.0	29.0	34.0	119.0	204.0
