Group 1,Group 2,H,p-value,q-value
Baao (n=3),Bato (n=4),3.1249999999999964,0.07709987174354112,0.11564980761531168
Baao (n=3),Buhi (n=4),4.5,0.033894853524689295,0.10168456057406788
Bato (n=4),Buhi (n=4),0.75,0.3864762307712325,0.3864762307712325
