Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Agri	Agri	Agri	Agri	Agri	Center	Center	Center	Center	Center	Resid	Resid	Resid	Resid	Resid	Tilap	Tilap	Tilap	Tilap	Tilap	Tipal	Tipal	Tipal	Tipal	Tipal	Tribu	Tribu	Tribu	Tribu	Tribu
Bacteria;;	353.0	353.0	353.0	353.0	353.0	262.0	518.0	774.0	1086.0	1398.0	181.0	569.5	958.0	1346.5	1735.0	985.0	985.0	985.0	985.0	985.0	1574.0	1574.0	1574.0	1574.0	1574.0	289.0	624.5	960.0	1200.0	1440.0
Bacteria;PVC;Verrucomicrobia	1835.0	1835.0	1835.0	1835.0	1835.0	1384.0	1449.0	1514.0	2902.0	4290.0	408.0	1316.5	2225.0	3133.5	4042.0	1535.0	1535.0	1535.0	1535.0	1535.0	4977.0	4977.0	4977.0	4977.0	4977.0	1346.0	1478.5	1611.0	2094.5	2578.0
Bacteria;PANNAM;Proteobacteria	17450.0	17450.0	17450.0	17450.0	17450.0	6128.0	7989.5	9851.0	12194.5	14538.0	6233.0	6684.0	7135.0	7586.0	8037.0	8333.0	8333.0	8333.0	8333.0	8333.0	8433.0	8433.0	8433.0	8433.0	8433.0	4716.0	5626.0	6536.0	11267.5	15999.0
Bacteria;FCB;Bacteroidetes	7694.0	7694.0	7694.0	7694.0	7694.0	3950.0	4854.0	5758.0	6228.5	6699.0	5171.0	5285.75	5400.5	5515.25	5630.0	5248.0	5248.0	5248.0	5248.0	5248.0	6978.0	6978.0	6978.0	6978.0	6978.0	4597.0	4682.0	4767.0	6547.0	8327.0
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas	3329.0	3329.0	3329.0	3329.0	3329.0	2979.0	3520.0	4061.0	4153.0	4245.0	2610.0	2780.5	2951.0	3121.5	3292.0	2843.0	2843.0	2843.0	2843.0	2843.0	4170.0	4170.0	4170.0	4170.0	4170.0	2107.0	2486.0	2865.0	4448.0	6031.0
;;	278.0	278.0	278.0	278.0	278.0	111.0	286.0	461.0	721.5	982.0	117.0	227.25	337.5	447.75	558.0	1177.0	1177.0	1177.0	1177.0	1177.0	314.0	314.0	314.0	314.0	314.0	253.0	336.0	419.0	607.0	795.0
Bacteria;Terrabacteria;Firmicutes	1330.0	1330.0	1330.0	1330.0	1330.0	296.0	1866.5	3437.0	3594.0	3751.0	174.0	815.75	1457.5	2099.25	2741.0	8374.0	8374.0	8374.0	8374.0	8374.0	2614.0	2614.0	2614.0	2614.0	2614.0	525.0	1425.0	2325.0	2944.0	3563.0
Bacteria;PVC;Planctomycetes	226.0	226.0	226.0	226.0	226.0	295.0	985.5	1676.0	4968.5	8261.0	887.0	2815.75	4744.5	6673.25	8602.0	2044.0	2044.0	2044.0	2044.0	2044.0	9169.0	9169.0	9169.0	9169.0	9169.0	53.0	1234.0	2415.0	4954.5	7494.0
Eukaryota:plas;Excavata:plas;Discoba:plas	51.0	51.0	51.0	51.0	51.0	4.0	7.5	11.0	31.0	51.0	13.0	74.5	136.0	197.5	259.0	124.0	124.0	124.0	124.0	124.0	1.0	1.0	1.0	1.0	1.0	6.0	16.0	26.0	59.0	92.0
Bacteria;Terrabacteria;Actinobacteria	6528.0	6528.0	6528.0	6528.0	6528.0	7462.0	9389.5	11317.0	11583.0	11849.0	8977.0	10221.75	11466.5	12711.25	13956.0	7355.0	7355.0	7355.0	7355.0	7355.0	11858.0	11858.0	11858.0	11858.0	11858.0	6564.0	6642.0	6720.0	9450.0	12180.0
Bacteria;CMS;Cyanobacteria	9527.0	9527.0	9527.0	9527.0	9527.0	6590.0	8852.5	11115.0	11501.5	11888.0	6337.0	8417.5	10498.0	12578.5	14659.0	12126.0	12126.0	12126.0	12126.0	12126.0	6850.0	6850.0	6850.0	6850.0	6850.0	6466.0	6612.0	6758.0	9149.0	11540.0
