Group 1,Group 2,H,p-value,q-value
Baao (n=3),Bato (n=4),0.5,0.47950012218695337,0.7192501832804326
Baao (n=3),Buhi (n=4),0.49999999999999645,0.47950012218695504,0.7192501832804326
Bato (n=4),Buhi (n=4),0.08333333333333215,0.7728299926844492,0.7728299926844492
