Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Agri	Agri	Agri	Agri	Agri	Center	Center	Center	Center	Center	Resid	Resid	Resid	Resid	Resid	Tilap	Tilap	Tilap	Tilap	Tilap	Tipal	Tipal	Tipal	Tipal	Tipal	Tribu	Tribu	Tribu	Tribu	Tribu
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales	1.0	1.0	1.0	1.0	1.0	1.0	1307.0	2613.0	4586.0	6559.0	386.0	880.5	1375.0	1869.5	2364.0	4903.0	4903.0	4903.0	4903.0	4903.0	1011.0	1011.0	1011.0	1011.0	1011.0	65.0	907.0	1749.0	5045.0	8341.0
Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Pseudodendromonadales	898.0	898.0	898.0	898.0	898.0	284.0	570.0	856.0	869.0	882.0	236.0	392.0	548.0	704.0	860.0	913.0	913.0	913.0	913.0	913.0	866.0	866.0	866.0	866.0	866.0	575.0	1029.0	1483.0	1528.0	1573.0
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Hypotrichia	5018.0	5018.0	5018.0	5018.0	5018.0	1975.0	2002.0	2029.0	3777.0	5525.0	3157.0	3189.75	3222.5	3255.25	3288.0	3390.0	3390.0	3390.0	3390.0	3390.0	988.0	988.0	988.0	988.0	988.0	2910.0	2982.0	3054.0	3448.5	3843.0
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales	5339.0	5339.0	5339.0	5339.0	5339.0	2010.0	4402.0	6794.0	10499.5	14205.0	1934.0	6842.5	11751.0	16659.5	21568.0	4741.0	4741.0	4741.0	4741.0	4741.0	2110.0	2110.0	2110.0	2110.0	2110.0	1510.0	4534.0	7558.0	9671.0	11784.0
Eukaryota;Obazoa;Opisthokonta;Fungi;;	66.0	66.0	66.0	66.0	66.0	19.0	89.5	160.0	387.0	614.0	183.0	240.75	298.5	356.25	414.0	161.0	161.0	161.0	161.0	161.0	384.0	384.0	384.0	384.0	384.0	130.0	139.0	148.0	313.0	478.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X;Fungi_XX	1.0	1.0	1.0	1.0	1.0	1.0	91.5	182.0	610.5	1039.0	59.0	171.5	284.0	396.5	509.0	156.0	156.0	156.0	156.0	156.0	825.0	825.0	825.0	825.0	825.0	1.0	127.0	253.0	402.5	552.0
Eukaryota;;;;;	1134.0	1134.0	1134.0	1134.0	1134.0	669.0	879.0	1089.0	1365.0	1641.0	522.0	746.0	970.0	1194.0	1418.0	2205.0	2205.0	2205.0	2205.0	2205.0	1350.0	1350.0	1350.0	1350.0	1350.0	935.0	1098.5	1262.0	1987.5	2713.0
Eukaryota;TSAR;Stramenopiles;;;	15.0	15.0	15.0	15.0	15.0	1.0	1.0	1.0	6.5	12.0	8.0	19.0	30.0	41.0	52.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	6.0
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Mesochytriales	54.0	54.0	54.0	54.0	54.0	1.0	11.0	21.0	65.0	109.0	1.0	103.0	205.0	307.0	409.0	211.0	211.0	211.0	211.0	211.0	1.0	1.0	1.0	1.0	1.0	26.0	79.0	132.0	581.0	1030.0
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Pansomonadida	758.0	758.0	758.0	758.0	758.0	31.0	77.0	123.0	168.5	214.0	64.0	86.0	108.0	130.0	152.0	110.0	110.0	110.0	110.0	110.0	67.0	67.0	67.0	67.0	67.0	61.0	81.5	102.0	436.5	771.0
